username,name,state,city,address,postalCode,telephone,lastLicenseNumber,lastLicenseValidityDate,nationalCode,registerNumber,manager,socialNetworkAccess,mobile
u10103660504,حسین فرخ نیا و شرکا,تهران,تهران,خيابان نوفل لوشاتو ، خيابان رازي ، پلاک 20,1133637517,2166404774,248509,1400/08/08,10103660504,327627,حسين فرخ نيا,,
u10320312601,حسین محرمی و شرکاء,تهران,تهران,یوسف آباد ،بعد از چهار راه فتحی شقاقی ،پلاک33، کد پستی 1433633781,1433633781,2188552477,139120,1399/05/31,10320312601,382900,حميدرضا نيك نهاد,,
u14006192685,حسین محمدیان مقدم,اصفهان,کاشان,خيابان ميرعماد، نبش پاساژعطايي، پلاک 58,8713786988,3155447144,269697,1399/10/01,14006192685,6077,حسين محمديان مقدم,,
u14007825973,حسین مهدی و شرکاء,تهران,تهران,تهران، شهر تهران، محله ونک،‌خیابان دفینه، بلوار میرداماد،‌پلاک 452، ساختمان بازار بزرگ میرداماد، طبقه همکف، واحد 32,1969773189,2188874179,252548,1399/07/21,14007825973,531164,محمدعلي غفوري وايقان,,
u14007179371,حسین موسوی دزفولی و شرکاء قشم,هرمزگان,منطقه آزاد قشم,بلوار جزایر ناز، مجتمع تجاری سیتی سنتر2، پلاک1852، طبقه اول,7951119991,7635211571,98/407105,1399/12/01,14007179371,6054,,,
u14005721233,حسین کمالی و شرکاء,خراسان رضوی,مشهد,شهر مشهد، ده دي ، ميدان ده دي ، خيابان امام خميني ، پلاك 604 ، طبقه همكف,9136853111,,88732,1399/01/26,14005721233,57721,حسين كمالي,,
u10102765854,حسینی و شرکا,تهران,تهران,بلوار ميرداماد ، ميدان محسني ، مجتمع تجاري میرداماد، واحد3,1913683114,2122266366,383316,1399/03/05,10102765854,235648,,,
u10380066771,حسینی و شرکاء تایباد,خراسان رضوی,تایباد,پايانه مرزي (گمرک) دوغارون,9594144361,,232211,1401/07/25,10380066771,472,قدیر داودیان,,
u10862063119,حشمتی وشرکا منطقه آزاد چابهار,سیستان و بلوچستان,منطقه آزاد چابهار,مجتمع صالحيار ، پلاک 419,9971769659,4444456,116561,1400/04/14,10862063119,1044,,,
u10860363934,حضرتی و شرکا,آذربایجان شرقی,منطقه آزاد ارس,جلفا، محدوده نوردوز، مجتمع اريکه، طبقه همکف، واحد 1,5446134138,3093520,339550,1400/04/06,10860363934,347,ولي حضرتي,,
u10590016651,حمایتیان و شرکاء,قم,قم,قم، ميدان رسالت، خيابان بسيج، کوچه 4، پلاک1 آدرس مکاتباتی: بلوار امین-بین کوچه 1 و 3- پلاک 99,3715815353,2532935060,283740,1400/09/07,10590016651,9904,عمار حمايتيان,,
u10102866490,حمید ابراهیمی داریانی و شرکاء,تهران,تهران,ولیعصر، خیابان شهید سرلشگر غلامعباس سلطانی، خیابان ولیعصر، پلاک 2609، برج سایه، طبقه همکف، واحد شماره 12,1967713566,2122010059,182677,1400/06/09,10102866490,246011,حميد ابراهيمي دارياني,,
u10320108220,حمید اردلان وشرکا,بوشهر,بوشهر,بخش مركزي شهر بوشهر، محله بازار، خيابان شهدا، خيابان شهيد نواب صفوي، طبقه همكف، واحد 403,7513858841,7733342240,189641,1399/09/01,10320108220,5057,حميد اردلان,,
u10102893356,حمید اکرمی وشریک,تهران,تهران,بين فلکه اول و دوم صادقيه ، خيابان ستارخان ، نبش پاساژ پرنيان ، واحد 1,1451795465,2144268050,16811,1399/01/27,10102893356,248824,حميد اكرمي,,
u14007190919,حمید سلیمانی و شرکاء منطقه آزاد چابهار,سیستان و بلوچستان,منطقه آزاد چابهار,چابهار منطقه آزاد - مجتمع صدف - واحد شماره 544 - کدپستی:9971766985,9971766985,5435313167,98/419888,1399/04/16,14007190919,3145,حميد سليماني,,
u14005553110,حمید طاهری و شرکا,تهران,تهران,خیابان فردوسی ، نبش منوچهری ، پلاک 202,1145834673,33531500-4,30837,1402/02/05,14005553110,485920,حميد طاهري,,
u14007545220,حمید محمدی و شرکاء,تهران,شمیرانات - تجریش,داودیه، خیابان بیست و یکم ،خیابان دکتر علی شریعتی ، پلاك 1225 ، طبقه همکف,1948813358,22843480,241447,1399/07/14,14007545220,525457,حميد محمدي,,
u10320868713,حمید میرلشکری و شرکاء,تهران,تهران,تهران، خیابان دولت، بین بلوار کاوه و چهار راه قنات، روبروي پمب بنزين، پلاک 310,1943683669,22595960,38736,1401/02/13,10320868713,438669,فريده صمدي زاد,,
u14006161400,حمید نباتچیان و شرکاء,تهران,تهران,میدان آرژانتین ، خیابان بیهقی ، روبروی فروشگاه شهروند، پلاک 26 ، واحد 18,1514835744,2188735508,50328,1400/11/01,14006161400,498079,حميد نباتچيان,,
u10104048840,حمیدرسولی زاده ئی وشرکا,تهران,تهران,خيابان خيام ، روبروي درب شرقي پارک شهر ، ک شهيد روحي ، بن بست سپه، پ1، طبقه همکف,1114839844,33946968-70,98319,1401/04/03,10104048840,354771,حميد رسولي زاده ئي,,
u10103530561,حمیدرضا رمضانی و شرکا,تهران,تهران,خيابان فردوسي شمالي ، بالاتر از خيابان کوشک ، پلاک 441,1145683166,2166723968,18604,1401/01/28,10103530561,315923,حميدرضا رمضاني,,
u14005630703,حمیدرضا کرامتی و شرکاء,گیلان,رشت,محله شریعتی، خیابان تختی، خیابان دکتر شریعتی، پلاک 401، طبقه همکف,4134656886,33254816-17,442950,1400/11/01,14005630703,19626,حميدرضا كرامتي,,
u14008013228,حمیدرضا یعقوبی و شرکاء,تهران,تهران,تهران -ابتدای خیابان مطهری - جنب هتل بزرگ تهران - خیابان منصور- پلاک 49 كدپستي :١٦١٣٦١٣٨٥٣,1595747116,2188723908,122563,1400/04/15,14008013228,0,,,
u14006157930,حمیده اکرمی و شریک,تهران,تهران,سعادت اباد- میدان کاج- نبش مجتمع کسری، طبقه همکف، پلاک 6,1998613151,,18856,1400/11/01,14006157930,498046,حميده اكرمي,,
u10980205260,حیدر سراجی و شرکا,بوشهر,گناوه,بوشهر-بندر گناوه-خیابان بسیج-نبش چهار راه بسیج-رو به روی پاساژ بایستی-,7531855793,7733125327,37002,1400/11/01,10980205260,1043,حيدر سراجي,,
u10260678450,حیدر شریفی رنانی و شریک,اصفهان,اصفهان,سی و سه پل ابتدای چهار باغ بالا ، ساختمان تجاری اداری کوثر ، فاز يک ،طبقه اول ،واحد 314,8173696961,3136204597,221511,1400/07/13,10260678450,49484,,,
u14006623156,حیدر مدرسی و شرکا,تهران,تهران,شهید بهشتی، خیابان شهید حسین میرزائی زینالی، پلاک121، ساختمان کیهان، طبقه چهارم، واحد9,1577717531,88526280-3,122547,1400/04/15,14006623156,506779,حيدر مدرسي,,
u10820059616,خاوری وشرکاء,همدان,همدان,محله زرگرها، خيابان باباطاهر، کوچه زرگرها، پلاک 82، طبقه همکف,6517697559,8132518909,86211,1400/03/19,10820059616,5920,حسين بخش خاوري,,
u10800097320,خضری و شرکا,هرمزگان,بندرعباس,خيابان شهيد عراقي زاده ، مجتمع تجاري سپهر ، پلاک 13,7916763859,2220778,18420,1400/01/25,10800097320,6948,عباس خضري پورقرائي,,
u14008061442,خلیل سکان دستگیری و شرکاء منطقه آزاد ماکو,آذربایجان غربی,بازرگان,آذربایجان غربی-شهرستان ماکو-بخش بازرگان -شهر بازرگان-محله امام-خیابان امام- خیابان شهید جواد قنبری -پلاک 1609-ساختمان بوستان-پلاک 22- طبقه پنجم-واحد 2,5867147617,,211221,1400/06/20,14008061442,3891,مسلم همت پور,,
u10380427142,خواجه و شرکاء,خراسان رضوی,مشهد,خ امام خميني -بين امام خميني 22و24-مقابل بازار جنب هتل پرديس-جنب موسسه مالي مهر - پلاك 430,9136963345,,418347,1400/12/25,10380427142,1038042714,غلامرضا خواجه,,
u10200360552,خیابانی پوروشرکا,آذربایجان شرقی,تبریز,خیابان دارایی‏، بازار امیرنو، تیمچه امیرنو، پلاک20‏,5134833698,4113324166,297467,1400/09/21,10200360552,27939,,,
u14003180060,خیراله جلیل زاده و شرکا,آذربایجان غربی,سلماس,خيابان امام خ فردوسي روبروی تالار چهل ستون پاساز رضايي طبقه همکف پلاک 12,5881947695,5247969-0443,402700,1400/12/14,14003180060,1042,خيرالله جليل زاده,,
u14007387567,داریوش علیزاده خوشاکو و شرکاء,تهران,تهران,تهران، منطقه 19، محله سعادت آباد، خیابان ششم، خیابان سعادت آباد، پلاک 145، ساختمان امیر کبیر، طبقه همکف,1998617654,2126764097,173315,1399/05/21,14007387567,522310,محمد حارث سيدان,,
u10861332312,داریوش قدرتی زاده و شرکا,آذربایجان غربی,سلماس,خ سوره‌اي نرسيده به ميدان شهيد ابراهيم ، پلاک 98,5881656377,,21818,1401/01/30,10861332312,795,,,
u10861573538,دانش وشرکا کیش,هرمزگان,کیش,استان هرمزگان، جزیره کیش، برج مالي آنا، طبقه ششم، شماره 73,7941757368,7644480523,422277,1399/03/20,10861573538,7526,عبدالحميد دانش,,
u14005836978,داود جلالی و شرکاء,تهران,تهران,محله یوسف آباد، خیابان شهید مصطفی برزگر رودکن(15)، خیابان سید جمال الدین اسد آبادی، پلاک 153، طبقه همکف,1433683174,2188712153,246860,1402/07/17,14005836978,491704,فرهاد جلالي,,
u10380378684,داود حسینی ابریشمی و شرکاء,خراسان رضوی,مشهد,خیابان امام خمینی24، محله ده دی (آخوند خراسانی 9)، پلاک 386، طبقه همکف,9136963557,,227435,1402/07/17,10380378684,22388,مريم حسيني ابريشمي,,
u14006067048,داود مولاوردی زاده و شرکاء,تهران,تهران,حسینیه ارشاد، کوچه دشتستان پنجم، خیابان پاسداران، پلاک 52.003 - ساختمان تندیس2 - طبقه اول، واحد1,1947817954,2174336,322090,1402/09/13,14006067048,496434,مهدي شيرواني,,
u10103657470,دهقان، برزگر و شرکاء,تهران,تهران,شهرک غرب، خيابان ايران زمين ، مجتمع تجاري ايران زمين ، طبقه همکف، پلاک 15,1465613637,88576072-3,248456,1400/08/08,10103657470,323949,,,
u14005451850,رامین چلانی و شرکا,آذربایجان شرقی,تبریز,بازار،سراي امير،حياط امير،پلاک 80,5134838551,4135262016,315674,1401/10/05,14005451850,41424,رامين چلاني,,
u14005520740,رامین خیامی اسکوئی و شرکاء,آذربایجان شرقی,تبریز,آذربايجان شرقي، تبريز، بخش مرکزي، شهر تبريز، محله امام خميني (ره)، کوچه سهند، خيابان امام خميني (ره)، پلاک 0، طبقه همکف,5163974864,4133250000,329827,1402/02/17,14005520740,41620,رامين خيامي اسكوئي,,
u14005688021,رامین صدیقی و شرکاء,تهران,تهران,تهران، خیابان جمهوری، پاساژ پروانه، طبقه همکف، پلاک287,1144644598,33950266,308576,1402/09/05,14005688021,488752,رامين صديقي,,
u14006154655,ربیعی کندریان و شرکاء,تهران,تهران,خیابان فردوسی شمالی ، مرکز تجارت جهانی فردوسی ، پلاک 475,1145683733,2188412260,201462,1399/09/01,14006154655,497959,سارا ربيعي كندريان,,
u10103713437,رجائی و شرکا,تهران,تهران,ميدان ونک خيابان ونک برج آينه ونک طبقه همکف، پلاک19,1991953945,88879459 -,57130,1401/02/28,10103713437,333870,فرهاد رجائي,,
u10320872634,رحمان جهانگیری و شرکا,تهران,تهران,بازار بزرگ ـ بازار عباس اباد ک علی ابادی پاساژ قائم طبقه همکف پ 145,1163795135,,307334,1402/09/03,10320872634,439439,,,
u10102394490,رحمانیان و شرکا,تهران,تهران,خيابان شهيد مطهري، ضلع شمال شرقي چهارراه ميرزاي شيرازي، پلاک 211، واحد 1,1586713119,2188552950,221504,1400/07/13,10102394490,197601,عبدالكريم رحمانيان كوشككي,,
u14008473390,رحمن باقری نسب و شرکا,تهران,تهران,خیابان جمهوری اسلامی رو به رو سفارت انگلیس پلاک 460,1135935634,,275867,1408/08/10,14008473390,544201,,,
u10320383792,رحمن نوری و شرکا,تهران,تهران,تهران-چهارراه اسلامبول-خيابان فردوسي-خيابان منوچهري-پلاك 210-طبقه همكف-,1145834667,33904092,221524,1400/07/13,10320383792,388668,يوسف نوري,,
u14007851614,رحیم طالع و شرکاء منطقه آزاد ماکو,آذربایجان غربی,بازرگان,شهرستان ماکو - شهر بازرگان - خیابان امام (ره) - خیابان شهید قنبری - پلاک 1702 - طبقه همکف - واحد 3,5867148854,4434373984,333288,1399/09/21,14007851614,3811,حمید طالع,,
u10103752230,رستمی احمدکندی و شرکا,تهران,تهران,خيابان مطهري، بعد از خيابان جم، تقاطع مدرس، پلاک 270 (258 قديم)، طبقه همکف,1588774186,88492492-4,293235,1400/09/17,10103752230,333193,بهرام رستمي احمدكندي,,
u10220174888,رسول حاتمی صادق و شرکا,آذربایجان غربی,ارومیه,خيابان امام خيابان طرزي، پلاک 2/1 کد پستي 5713617981,5713617981,4432227000,148451,1401/05/16,10220174888,12414,رسول حاتمي صادق,,
u14005622563,رسول فلکی و شرکاء,تهران,تهران,تهران ، خ قائم مقام فراهاني، کوچه دوم ، پلاک 22، واحد5,1583221322,2188516953,109820,1400/11/01,14005622563,487363,,,
u14005866670,رضا انصاری لاری و شرکاء,هرمزگان,بندرعباس,بندرعباس_خیابان امام خمینی (ره)_میدان 17 شهریور _روبروی اداره پست مرکزی_ هتل بزرگ اتیلار _طبقه اول_ لابی هتل,7914613811,7632211466,289358,1402/08/20,14005866670,16686,رضا انصاري لاري,,
u14007749230,رضا حاجی زاده و شرکاء منطقه آزاد ماکو,آذربایجان غربی,منطقه آزاد ماکو,شهر بازرگان - خیابان امام (ره) - خیابان شهید قنبری - پلاک 1729 - طبقه همکف,5867148943,4434377869,241298,1399/07/14,14007749230,3784,شيرزاد حاجي زاده,,
u10100434748,رضا حکمت آرا و شرکا,البرز,کرج,شهر كرج محله گلشهر بلوار شهيد حميد شمس ( 45 متري گلشهر) خيابان نهر پلاك 76 ساختمان بهاره طبقه همكف,3137813145,2613526716,346405,1400/11/02,10100434748,10853,,,
u14005586173,رضا ذاکری جزه و شریک منطقه آزاد چابهار,سیستان و بلوچستان,منطقه آزاد چابهار,مجتمع تجاری ابریشم، طبقه همکف، واحد شماره 703,9971764919,5435314599,453446,1400/11/01,14005586173,2481,محمد كاظمي,,
u14007809735,رضا سنائی اردکانی و شریک,یزد,یزد,یزد - شهرستان یزد - شهر یزد - محله ملا فرج الله - کوچه 16 شهید فتوحی(حنا) - خیابان دهم فروردین - پلاک 218 - طبقه همکف,8913875631,3538240809,251680,1399/07/21,14007809735,17856,اكرم سالمي,,
u14003282053,رضا سکان دستگیری و شرکا,آذربایجان غربی,بازرگان,خيابان امام خميني - خ شهيد جواد قنبري - پشت بانک ملت - نبش خ شهيد فهميده - مجتمع تجاري اسماعيل زاده - طبقه اول - واحد 22,1431654633,4434373352,334477,1399/11/15,14003282053,905,محرم اديب نيا,,
u14007194513,رضا صادقی‌اظهر و شرکاء,تهران,تهران,چیذر، خیابان منصوریان، خیابان شهید خلبان منصور وطن پور شمالی، پلاک 2، طبقه همکف,1937863335,2128111130,98/370899,1400/10/20,14007194513,518337,رضا صادقي اظهر,,
u14007783949,رضا فتوحی و شرکاء,تهران,تهران,استان تهران - شهر تهران - محله جهاد - خیابان شهید فرهاد رزم آرا - خیابان سید جمال الدین اسد آبادی - پلاک 114 - طبقه همکف,1431795458,2188048472,376844,1400/10/20,14007783949,530184,رضا فتوحي,,
u10100427288,رضا فردوس حسین آبادی وشرکا,البرز,کرج,رجائي شهر ، خيابان چهارم شرقي ، بين سوم و چهارم ، پلاک 94 ساختمان همسفر ، طبقه همکف .,3146993355,26144797797,324667,1400/10/13,10100427288,10598,,,
u10860256273,رضا قلی زاده و شرکاء,آذربایجان غربی,سلماس,سلماس، میدان شهید ابراهیمی، خیابان شهید سوره ای، میدان شهید ابراهیمی، پلاک 26، طبقه همکف,5881656177,4435241295,122384,1401/10/14,10860256273,758,رضا قليزاده,,
u10102767573,رضوی خسروشاهی و شرکاء,تهران,تهران,خیابان شهید بهشتی، خیابان شهید فرشاد ایازی (نهم)، خیابان شهید عبدالمجید صابونچی، پلاک 91، طبقه همکف,1533773111,,330824,1398/12/08,10102767573,235821,سيدنويد رضوي خسروشاهي,,
u14003186844,رمضان بیرامی وشرکا,آذربایجان شرقی,جلفا - هادی شهر,سيه رود- فلکه حکيم نباتي - پلاک 258,5445113111,,415508,1400/12/23,14003186844,536,رمضان بيرامي,,
u14000261213,روح اله اسماعیل زاده و شرکاء,بوشهر,دیلم - بندر دیلم,خيابان پاسداران - نرسیده به دفتر اسناد رسمی 13 دیلم,7536143159,7733241591,260995,1399/09/14,14000261213,494,روح الله اسماعيل زاده,,
u14005702011,روح اله جان نثار و شرکا,خراسان رضوی,مشهد,استان خراسان رضوی، مشهد، محله احمد آباد، خیابان عدالت، خیابان احمد آباد، پلاک 150.3، طبقه همکف,9176663137,5138442277,98/420350,1402/04/24,14005702011,57650,روح اله جان نثار,,
u14006697151,روح اله مجتهدی و شرکاء تهران,تهران,تهران,ونک، خيابان شهيد محمد باقر کوليوند، بن بست ونکي، پلاک 11، طبقه زيرزمين,1993835490,2188613106,156202,1400/05/01,14006697151,508142,روح اله مجتهدی,,
u14007863207,روژین سلطانی و شرکاء,آذربایجان غربی,ارومیه,استان اذربایجان غربی - شهر ارومیه - خ سرداران، خ امام، پ 555,5713738734,2122870566,320664,1399/09/13,14007863207,17572,روژين سلطاني,,
u10260484992,روشندل وشرکاء,اصفهان,اصفهان,خيابان توحيد مياني، جنب بانک صادرات، کد پستي 8173884886,8173884886,3136265090,86182,1400/03/19,10260484992,27785,فريدون روشندل,,
u10500066625,ریگی وشرکا,سیستان و بلوچستان,زاهدان,خيابان چهارراه رسولي ، روبروي پست بانک,9815634747,3235787,145405,1400/05/10,10500066625,3147,عبدالرحيم متين,,
u10102936060,زرین قلم وشرکا,تهران,تهران,تهران، ميرداماد، خيابان رودبار غربي، بلوار میرداماد- پلاک 41- پاساژ برلیان- طبقه همکف- واحد 5,1911935353,22911174,127030,1399/05/18,10102936060,253174,فضل اله زرين قلم,,
u14005294673,زکیه حیدری برنطین و شرکا,هرمزگان,بندرعباس,بندر عباس، بلوار امام، سه راه دلگشا، مجتمع تجاري کيش، پلاک 23,7917776319,7632222646,144626,1402/05/01,14005294673,16074,زكيه حيدري برنطين,,
u14007805098,زینب حاجیان و شرکاء,تهران,تهران,تهران - سعادت آباد - خیابان بیست و هفتم شرقی - پلاک 1 - طبقه اول - واحد 2,1998817368,2122136213,316075,1399/07/17,14007805098,530699,,,
u14005689626,زینلی علی آبادی و ذاکری‌جزه شرکا,تهران,تهران,تهران، اقدسیه، خیابان پورابتهاج، خیابان سباری، پلاک 48، مجتمع عرش آجودانیه، طبقه اول، واحد 121,1956764950,2126253698,109845,1400/11/01,14005689626,488797,اميرمهدي زينلي علي آبادي,,
u10530287556,سادون و شرکا,فارس,شیراز,شيراز، خيابان کريمخان زند، مقابل خيابان انوري، جنب هتل کوثر، پلاک 2,7135746375,2333370,324060,1400/10/13,10530287556,16539,,,
u14006479185,سارا شهبازیان و طبسی,تهران,تهران,خيابان وليعصر - بالاتر از ميدان ونک - خيابان خدامي - پلاک 8,1994634174,2154578,98872,1400/11/01,14006479185,503856,علي عبداله زاده طبسي,,
u10861003382,سارا غروی وشرکا,قم,قم,خيابان ارم ، کوچه 10، پلاک819,3715794668,912553300,79685,1399/03/31,10861003382,5566,سارا غروي,,
u14007257567,سارو بغزیانس و شرکاء,اصفهان,اصفهان,خیابان خاقانی، کوچه صفوی، خیابان نظر غربی، پلاک 112، طبقه همکف,8175785843,3136255300,412790,1398/12/19,14007257567,59651,سارو بغزيانس,,
u10380343327,سپهری و شرکا,خراسان رضوی,مشهد,خيابان پاسداران ، مقابل هتل باختر ، پلاک 2/38,9137843485,5138542226,203222,1401/07/01,10380343327,18784,محمود سپهري رضائيان,,
u14006259700,ستاریان ، کاظمی و شرکاء,تهران,تهران,يوسف آباد-ميدان سيد جمال الدين اسدآبادي-خيابان سيدجمال الدين اسد آبادي-پلاك 336-طبقه همكف,1436693856,88067799,246865,1399/07/17,14006259700,500166,سلمان ستاريان,,
u14007258705,سجاد معتمدو شرکاء,آذربایجان شرقی,مرند,اذربایجان شرقی-مرند-بخش مرکزي- جنب خوي - کوچه بخششي-بلوار شهيد کسايي- طبقه همکف,5415844453,4142261218,98/404620,1399/12/01,14007258705,2400,,,
u14005678669,سجاد کیاشمشکی و شریک,تهران,تهران,تهران، کوي نصر، بين خيابان 11 و 13، پلاک 206,1447683849,88486185,391305,1402/11/03,14005678669,488555,سجاد كياشمشكي,,
u10380361037,سزاوار و شرکا,خراسان رضوی,مشهد,خيابان امام رضا (ع ) ، هتل بين المللي قصر,9166683174,5138549316,325393,1399/11/08,10380361037,20599,عليرضا سزاوار,,
u14005595728,سعید آسوده و شرکاء,خراسان رضوی,مشهد,مشهد - خیابان امام رضا- امام رضا 26 - پلاک 75/1,9166673138,5138540429,314060,1402/09/08,14005595728,57227,حسین علی زاده,,
u10980092382,سعید آسیته و شرکاء,ایلام,مهران,بازارچه مرزي مهران,6997197577,,204952,1399/07/25,10980092382,256,سعيد آسيته,,
u14007828807,سعید خدابنده سامانی و شرکاء اروند,خوزستان,آبادان,استان خوزستان، شهرستان آبادان، محله احمدآباد، خیابان یک اصلی، خیابان گلستان،پاساژ گلستان، طبقه همکف،‌پلاک 216/003,6318677996,,122558,1400/04/15,14007828807,7072,جواد خدابنده ساماني,,
u14007964428,سعید خوش افکار,قم,قم,قم خیابان اراک نبش کوچه 7,3718665358,,188487,1400/05/20,14007964428,0,مجيد ملاحسيني,,
u14008591735,سعید دلیریان و شرکاء,آذربایجان غربی,منطقه آزاد ماکو,بازرگان - هتل بابک -خیابان شهرک - خیابان امام خمینی - پلاک 1095 - طبقه هشتم - واحد D,5867137454,,418803,1400/11/01,14008591735,4021,سعيد دليريان,,
u14005996135,سعید ربیعی منفرد و شرکا,تهران,تهران,تهران، خیابان ولیعصر (عج)، نرسیده به پارک ساعی، برج سپهر ساعی، پلاک 1036، طبقه همکف، واحد 4 شماره ثابت: 88105128-88103611,1433894145,88104922,296111,1402/08/24,14005996135,495058,سعيد ربيعي منفرد,,
u14005975860,سعید رضاعلی و شرکاء,تهران,تهران,خیابان جمهوری نرسیده به چهار راه استانبول پاساژ گلشن طبقه همکف واحد1,1135936918,66734734,343251,1402/09/28,14005975860,494618,سعيد رضاعلي,,
u14005559947,سعید زاهدی نسب و شرکاء,تهران,تهران,تهران - ميدان آرژانتين - ابتداي خيابان احمد قيصر - جنب بانک اقتصاد نوين - پلاک 25,1513914611,88728220,353993,1402/06/05,14005559947,486053,سعيد زاهدي نسب,,
u14005908609,سعید نخجوانی و شرکاء,آذربایجان شرقی,تبریز,خيابان دارائي - حياط امير - پلاک 54/1,5134838455,4135265774,109273,1402/04/05,14005908609,42632,سعيد نخجواني,,
u14006189050,سعید کزازی و شرکاء,تهران,تهران,خيابان وليعصر (عج)-تقاطع ميرداماد-مرکز خريد اسکان-طبقه زير زمين-پلاک 14,1969613368,2186084134,79475,1400/11/01,14006189050,498734,محمد وليلوقزلباش,,
u10320483672,سلام صالحی و شرکا,تهران,تهران,تقاطع بزرگراه شهید چمران و خیابان ولیعصر، هتل پارسیان استقلال، طبقه همکف، غرفه 37,1999813565,2122660345,327613,1400/10/15,10320483672,397148,محسن باقري,,
u14008471121,سهیل شکرچیان بروجنی و شرکاء,گیلان,منطقه آزاد انزلی,منطقه آزاد تجاری- صنعتی انزلی، مجتمع ونوس، طبقه اول، غرفه 411,4313145617,1344450395,98/308280,1400/09/10,14008471121,3723,سهيل شكرچيان بروجني,,
u14008030832,سهیل متاعی و شرکاء,تهران,تهران,شهرک قدس(غرب)، ایوانک، خیابان سیمای ایران، خیابان شهید مهدی فرحزادی، مجتمع تجاری ارم (پلاتین)، طبقه همکف، واحد 6,1467698648,4433387006,137854,1400/04/26,14008030832,535566,سهيل متاعي,,
u14004832696,سهیل و سروش نجف زاده و شرکا,تهران,تهران,خیابان دکتر شریعتی -ابتدا پاسداران -بین سروستان سوم و چهارم- پلاک 59 -واحد 1,1661917331,2122873745,293476,1401/09/18,14004832696,470601,رضا نجف زاده,,
u14005825818,سولماز طاهری باویل علیایی و شرکا,تهران,تهران,میدان فردوسی.میدان فردوسی،مجتمع تجارت جهانی فردوسی، طبقه همکف، پلاک 37,1145683687,2122827573,10707,1399/01/21,14005825818,491492,سولماز طاهري باويل عليائي,,
u14005635691,سیامک خاکی و شرکاء,تهران,تهران,تهران، فردوسي جنوبي، روبروي صندوق پس انداز بانک ملي، پاساژ نيکان،طبقه دوم واحد 507,1144614568,2133944153,209337,1398/12/20,14005635691,487633,سيامك خاكي,,
u10260593291,سیاوش قانعی و شرکا,اصفهان,اصفهان,آپادانا اول، خیابان شهید قدوسی (آپادانا اول)، بن بست شهریار(19)، پلاک 10، طبقه همکف,8165755763,3116303853,32208,1401/02/10,10260593291,41601,,,
u14007482039,سیاوش نوریان و شرکاء,تهران,تهران,خیابان سعدی شمالی خیابان منوچهری پاساژ علاالدین طبقه 2 پلاک 246,1145955814,33983846,56735,1399/02/25,14007482039,524301,سياوش نوريان,,
u14008198774,سید امیر بهادر تیموریان و شرکاء,تهران,تهران,تهران، ميدان امام خميني، خيابان سعدي جنوبي، پلا14، بلوک 8 غربي، طبقه 2، واحد65,1115619531,2136611421,111675,1400/04/05,14008198774,538689,,,
u14006216387,سید امیر عباس صفوی میرمحله و شرکا منطقه آزاد انزلی,گیلان,منطقه آزاد انزلی,منطقه آزاد انزلی - مجتمع تجاری ونوس- طبقه اول- لاین دریا غرفه شماره409,4313145695,1344451350,221777,1400/06/31,14006216387,3125,عليرضا قربان پوررضامحله,,
u10980117315,سید جواد جاسمی و شرکا,کرمانشاه,قصرشیرین,بازارچه مرزي پرويز خان,6781141134,8318238467,330973,1400/10/18,10980117315,587,,,
u14005828863,سید حسن عطری پور و شرکا قشم,هرمزگان,منطقه آزاد قشم,استان هرمزگان، منطقه آزاد قشم، مجتمع سیتی سنتر1، لاینh، پلاک2299,7951619944,35211061,110032,1400/04/04,14005828863,5503,سيدحسن عطري پور,,
u14006541142,سید حسن مرتضوی شاهرودی,قم,قم,قم - شهر قم - بازار - کوچه انقلاب 6 - خیابان انقلاب - پلاک128-طبقه همکف -کدپستی:3713766157,3713766157,2517732241,144646,1399/05/01,14006541142,14683,سيدحسن مرتضوي شاهرودي,,
u10320111762,سید حسن موجی وشرکا,بوشهر,بوشهر,خيابان دانش آموز ، پاساژ توحيد ، پلاک 19,7513846983,7712521367,341955,1399/11/21,10320111762,5413,سيدحسن موجي,,
u14007864396,سید حسین صحاف رضوی و شرکاء,تهران,تهران,جمالزاده، خیابان شهید علیرضا طوسی(شباهنگ)،‌ کوچه یوسف، پلاک 83 ، ساختمان پویا، طبقه سوم، واحد شماره چهارده,1419754834,66592035,380312,1399/10/25,14007864396,532020,سيدحسين صحاف رضوي,,
u10320537781,سید حسین مرعشی و شرکا,تهران,تهران,خیابان میرزای شیرازی تقاطع خیابان مطهری پلاک 224,1596914851,88559129,98/420272,1399/04/04,10320537781,401807,سيدحسين مرعشي,,
u14006947483,سید حمزه امین فرخانی و شرکاء,تهران,تهران,تهران، میرداماد، خیابان نیک خو، خیابان شهید امیر سهیل تبریزیان، پلاک صفر، مجتمع تجاری رز میرداماد، طبقه همکف، واحد 1,1919993511,2126403537,98/407940,1399/12/01,14006947483,513166,سيدحمزه امين فرخاني,,
u14006073550,سید رضا طاوسی و شرکاء,اصفهان,اصفهان,اصفهان، خيابان سپاه، خيابان حکيم، بازار بزرگ حکيم، ورودي يک، پلاک 185,8147766183,3132120214,288319,1402/08/19,14006073550,56742,مهدي محمديان,,
